request_id,arrival_time,month,day,hour,type,required_units,duration,assigned_cluster,completed,unit_price,revenue
2733,2511,4,15,15,standard,8,4.962,3,True,7,56
2826,2511,4,15,15,standard,6,4.498,2,True,7,42
2632,2511,4,15,15,standard,6,4.145,3,True,7,42
3023,2511,4,15,15,economy,4,8.549,3,True,4,16
3136,2512,4,15,16,economy,4,31.574,2,True,4,16
3083,2513,4,15,17,economy,4,9.749,1,True,4,16
2880,2514,4,15,18,standard,6,9.671,1,True,7,42
2694,2516,4,15,20,standard,6,4.07,1,True,7,42
2831,2516,4,15,20,standard,6,7.356,3,True,7,42
2954,2516,4,15,20,standard,8,9.112,1,True,7,56
2809,2516,4,15,20,standard,4,4.965,2,True,7,28
2604,2517,4,15,21,standard,8,4.205,3,True,7,56
3233,2518,4,15,22,economy,3,6.193,2,False,4,0
2928,2518,4,15,22,standard,10,8.927,3,True,7,70
2464,2520,4,16,0,VIP,12,0.532,1,True,12,144
2725,2521,4,16,1,standard,6,1.123,3,True,7,42
2973,2521,4,16,1,standard,6,1.643,1,True,7,42
3021,2523,4,16,3,economy,4,2.322,1,True,4,16
2949,2523,4,16,3,standard,6,17.621,3,True,7,42
2488,2524,4,16,4,VIP,10,6.65,3,True,12,120
2549,2524,4,16,4,VIP,10,5.185,2,True,12,120
2911,2525,4,16,5,standard,4,11.704,3,True,7,28
3265,2525,4,16,5,economy,3,5.956,2,True,4,12
2658,2526,4,16,6,standard,6,5.54,1,True,7,42
2903,2526,4,16,6,standard,10,6.655,1,True,7,70
2867,2527,4,16,7,standard,8,2.157,1,True,7,56
2785,2527,4,16,7,standard,4,13.746,1,True,7,28
3052,2528,4,16,8,economy,4,2.657,1,True,4,16
2524,2528,4,16,8,VIP,8,10.83,2,True,12,96
2788,2530,4,16,10,standard,10,7.731,1,False,7,0
2960,2531,4,16,11,standard,6,3.641,2,True,7,42
2772,2531,4,16,11,standard,8,8.689,3,True,7,56
3185,2532,4,16,12,economy,3,18.851,1,False,4,0
3094,2532,4,16,12,economy,2,2.513,1,True,4,8
3149,2533,4,16,13,economy,2,6.632,3,True,4,8
2639,2534,4,16,14,standard,4,8.85,2,True,7,28
2991,2535,4,16,15,economy,3,9.377,3,False,4,0
2475,2536,4,16,16,VIP,12,9.334,3,True,12,144
3090,2536,4,16,16,economy,4,16.415,1,True,4,16
2543,2536,4,16,16,VIP,8,6.542,1,True,12,96
2883,2538,4,16,18,standard,6,4.861,2,True,7,42
2579,2538,4,16,18,standard,10,6.543,3,False,7,0
3154,2539,4,16,19,economy,2,28.868,3,True,4,8
2874,2539,4,16,19,standard,6,7.989,3,True,7,42
3069,2540,4,16,20,economy,6,4.148,3,False,4,0
3043,2540,4,16,20,economy,3,10.073,1,True,4,12
2974,2540,4,16,20,standard,4,5.902,3,True,7,28
3200,2541,4,16,21,economy,3,12.607,1,True,4,12
3000,2542,4,16,22,economy,3,26.509,1,True,4,12
3202,2543,4,16,23,economy,3,11.543,3,True,4,12
2535,2544,4,17,0,VIP,12,2.692,1,True,12,144
3126,2547,4,17,3,economy,3,14.97,2,False,4,0
2547,2547,4,17,3,VIP,10,5.546,1,True,12,120
2459,2549,4,17,5,VIP,8,6.286,2,True,12,96
3041,2549,4,17,5,economy,6,3.15,1,False,4,0
2560,2550,4,17,6,standard,4,3.175,2,True,7,28
2829,2550,4,17,6,standard,4,7.647,1,True,7,28
3253,2551,4,17,7,economy,2,9.834,1,True,4,8
2634,2551,4,17,7,standard,10,9.189,2,True,7,70
3193,2551,4,17,7,economy,2,4.483,1,False,4,0
2650,2552,4,17,8,standard,4,8.973,1,True,7,28
2764,2552,4,17,8,standard,10,1.36,1,False,7,0
2898,2552,4,17,8,standard,4,1.194,2,True,7,28
2888,2552,4,17,8,standard,4,5.72,1,True,7,28
2673,2554,4,17,10,standard,10,11.352,3,True,7,70
3298,2555,4,17,11,economy,3,3.334,3,True,4,12
3239,2556,4,17,12,economy,6,8.743,2,True,4,24
2595,2557,4,17,13,standard,8,12.794,3,True,7,56
3006,2557,4,17,13,economy,3,16.036,1,True,4,12
2428,2557,4,17,13,VIP,10,6.774,1,True,12,120
2965,2558,4,17,14,standard,6,0.268,2,True,7,42
2857,2559,4,17,15,standard,10,6.669,3,True,7,70
3125,2559,4,17,15,economy,3,21.77,3,True,4,12
3183,2560,4,17,16,economy,3,6.408,2,True,4,12
3276,2560,4,17,16,economy,4,4.563,1,True,4,16
3195,2561,4,17,17,economy,2,11.318,3,True,4,8
2468,2562,4,17,18,VIP,15,7.685,3,True,12,180
2544,2562,4,17,18,VIP,12,3.062,3,True,12,144
2766,2562,4,17,18,standard,4,2.546,3,True,7,28
3164,2564,4,17,20,economy,2,10.083,3,True,4,8
3046,2566,4,17,22,economy,6,8.865,3,False,4,0
3221,2567,4,17,23,economy,4,2.865,1,False,4,0
2446,2567,4,17,23,VIP,15,1.765,3,True,12,180
3059,2568,4,18,0,economy,4,4.1,1,False,4,0
3101,2568,4,18,0,economy,2,3.644,1,True,4,8
2666,2569,4,18,1,standard,8,3.518,3,True,7,56
3081,2570,4,18,2,economy,2,12.4,2,True,4,8
2427,2570,4,18,2,VIP,10,1.416,1,True,12,120
2538,2572,4,18,4,VIP,10,3.314,3,True,12,120
2710,2572,4,18,4,standard,8,14.726,3,True,7,56
3249,2572,4,18,4,economy,4,19.177,2,True,4,16
2474,2573,4,18,5,VIP,15,5.058,2,True,12,180
2908,2575,4,18,7,standard,6,0.806,2,True,7,42
2447,2575,4,18,7,VIP,15,5.748,1,True,12,180
2596,2575,4,18,7,standard,8,10.887,2,True,7,56
2981,2576,4,18,8,standard,6,13.917,1,True,7,42
2786,2577,4,18,9,standard,8,9.055,1,True,7,56
3049,2581,4,18,13,economy,4,4.177,1,True,4,16
2909,2581,4,18,13,standard,6,16.123,2,True,7,42
2763,2582,4,18,14,standard,4,13.839,3,True,7,28
2520,2582,4,18,14,VIP,15,2.203,3,True,12,180
3206,2583,4,18,15,economy,2,14.22,1,False,4,0
2630,2584,4,18,16,standard,6,0.775,1,True,7,42
2738,2585,4,18,17,standard,8,3.672,1,True,7,56
2621,2585,4,18,17,standard,8,13.06,3,False,7,0
3014,2587,4,18,19,economy,3,1.15,3,True,4,12
2557,2587,4,18,19,standard,4,8.359,1,True,7,28
2441,2587,4,18,19,VIP,10,7.379,2,True,12,120
2501,2588,4,18,20,VIP,12,4.964,2,True,12,144
2944,2588,4,18,20,standard,6,6.749,2,True,7,42
3017,2590,4,18,22,economy,6,29.217,3,False,4,0
2877,2591,4,18,23,standard,8,17.561,1,True,7,56
2493,2591,4,18,23,VIP,15,2.061,2,True,12,180
3076,2591,4,18,23,economy,4,15.088,1,True,4,16
2935,2591,4,18,23,standard,6,6.203,1,True,7,42
2821,2591,4,18,23,standard,6,7.469,3,True,7,42
2994,2592,4,19,0,economy,4,13.681,2,True,4,16
2646,2595,4,19,3,standard,8,3.031,2,True,7,56
2563,2596,4,19,4,standard,8,13.741,3,True,7,56
2932,2598,4,19,6,standard,8,10.094,3,True,7,56
2513,2598,4,19,6,VIP,10,0.424,3,True,12,120
2868,2600,4,19,8,standard,10,1.726,2,True,7,70
3141,2600,4,19,8,economy,3,5.547,3,True,4,12
2736,2600,4,19,8,standard,6,0.652,3,True,7,42
2531,2601,4,19,9,VIP,12,4.052,3,True,12,144
3152,2602,4,19,10,economy,2,19.575,2,True,4,8
2852,2603,4,19,11,standard,4,9.189,3,True,7,28
3061,2603,4,19,11,economy,2,9.969,3,True,4,8
2608,2606,4,19,14,standard,10,9.604,3,True,7,70
2806,2610,4,19,18,standard,6,5.928,3,True,7,42
3231,2610,4,19,18,economy,6,10.37,1,True,4,24
3219,2610,4,19,18,economy,3,7.218,1,True,4,12
2675,2611,4,19,19,standard,6,7.096,3,True,7,42
2659,2612,4,19,20,standard,4,1.94,1,True,7,28
2793,2612,4,19,20,standard,4,9.645,2,True,7,28
2902,2613,4,19,21,standard,4,2.35,1,True,7,28
2442,2615,4,19,23,VIP,8,2.117,2,True,12,96
2820,2615,4,19,23,standard,8,10.277,1,True,7,56
2606,2615,4,19,23,standard,8,3.807,2,True,7,56
3018,2616,4,20,0,economy,2,4.929,3,True,4,8
2435,2617,4,20,1,VIP,12,3.368,2,True,12,144
2472,2618,4,20,2,VIP,10,3.895,2,True,12,120
3047,2619,4,20,3,economy,2,4.246,1,True,4,8
3165,2620,4,20,4,economy,2,15.068,1,True,4,8
2827,2620,4,20,4,standard,6,7.578,2,True,7,42
2440,2620,4,20,4,VIP,8,1.977,2,True,12,96
2712,2622,4,20,6,standard,4,7.455,2,True,7,28
2803,2625,4,20,9,standard,6,6.31,3,True,7,42
3291,2627,4,20,11,economy,3,12.026,1,True,4,12
2496,2629,4,20,13,VIP,8,4.325,2,True,12,96
3121,2629,4,20,13,economy,2,3.751,2,True,4,8
2837,2629,4,20,13,standard,6,11.076,3,True,7,42
2859,2630,4,20,14,standard,10,9.105,2,True,7,70
2605,2631,4,20,15,standard,10,9.516,3,True,7,70
3035,2633,4,20,17,economy,3,24.372,3,True,4,12
3100,2633,4,20,17,economy,3,4.526,1,True,4,12
2676,2633,4,20,17,standard,4,3.66,2,True,7,28
2656,2634,4,20,18,standard,4,10.559,2,True,7,28
2800,2634,4,20,18,standard,4,15.523,1,True,7,28
2580,2637,4,20,21,standard,10,22.062,2,True,7,70
2702,2638,4,20,22,standard,8,1.603,3,True,7,56
3243,2638,4,20,22,economy,3,8.124,2,True,4,12
2515,2639,4,20,23,VIP,15,3.599,2,True,12,180
2669,2640,4,21,0,standard,6,3.073,2,False,7,0
2569,2640,4,21,0,standard,4,3.905,2,False,7,0
2500,2640,4,21,0,VIP,10,4.603,2,True,12,120
2761,2640,4,21,0,standard,6,16.153,1,True,7,42
2482,2643,4,21,3,VIP,12,3.774,2,True,12,144
2739,2643,4,21,3,standard,4,0.728,3,True,7,28
3147,2644,4,21,4,economy,3,6.238,3,True,4,12
2668,2644,4,21,4,standard,4,3.648,1,True,7,28
2879,2645,4,21,5,standard,6,4.12,2,False,7,0
2594,2645,4,21,5,standard,8,6.67,2,True,7,56
2775,2645,4,21,5,standard,10,3.058,3,True,7,70
2727,2645,4,21,5,standard,4,13.071,3,True,7,28
2480,2648,4,21,8,VIP,10,4.346,3,True,12,120
3073,2648,4,21,8,economy,2,10.715,3,True,4,8
2836,2651,4,21,11,standard,8,5.092,1,True,7,56
2748,2652,4,21,12,standard,8,4.282,2,True,7,56
2919,2654,4,21,14,standard,4,11.512,2,True,7,28
2892,2654,4,21,14,standard,10,9.513,3,True,7,70
3228,2656,4,21,16,economy,2,15.411,3,True,4,8
2792,2656,4,21,16,standard,6,4.616,2,True,7,42
2724,2656,4,21,16,standard,8,8.505,2,True,7,56
3013,2657,4,21,17,economy,2,8.698,3,True,4,8
2832,2659,4,21,19,standard,6,9.453,1,False,7,0
2799,2659,4,21,19,standard,6,4.867,3,True,7,42
3050,2659,4,21,19,economy,2,2.767,1,True,4,8
2924,2659,4,21,19,standard,6,2.575,2,True,7,42
3252,2659,4,21,19,economy,3,29.837,1,True,4,12
2492,2660,4,21,20,VIP,10,2.336,1,True,12,120
2844,2662,4,21,22,standard,8,6.982,2,False,7,0
2886,2663,4,21,23,standard,4,11.591,2,True,7,28
2651,2668,4,22,4,standard,6,5.58,1,True,7,42
2641,2668,4,22,4,standard,8,3.137,3,True,7,56
2699,2668,4,22,4,standard,4,13.512,3,True,7,28
2870,2669,4,22,5,standard,4,11.477,2,False,7,0
2925,2670,4,22,6,standard,6,4.535,3,True,7,42
3143,2670,4,22,6,economy,3,7.765,3,True,4,12
3242,2670,4,22,6,economy,3,3.082,1,True,4,12
2514,2671,4,22,7,VIP,10,4.206,3,True,12,120
3220,2671,4,22,7,economy,3,10.826,3,False,4,0
2512,2671,4,22,7,VIP,12,10.779,1,True,12,144
2839,2671,4,22,7,standard,10,3.088,1,True,7,70
2487,2672,4,22,8,VIP,8,2.172,1,True,12,96
2978,2673,4,22,9,standard,4,5.339,1,True,7,28
3074,2675,4,22,11,economy,2,3.989,2,False,4,0
2602,2675,4,22,11,standard,10,3.797,3,False,7,0
3082,2676,4,22,12,economy,2,1.477,2,True,4,8
3020,2676,4,22,12,economy,4,3.647,1,True,4,16
3172,2676,4,22,12,economy,4,2.908,1,True,4,16
2717,2676,4,22,12,standard,6,3.138,1,True,7,42
2688,2678,4,22,14,standard,8,1.22,2,True,7,56
3160,2678,4,22,14,economy,2,3.666,2,True,4,8
3045,2678,4,22,14,economy,4,8.938,1,True,4,16
3210,2679,4,22,15,economy,3,7.848,3,False,4,0
2591,2680,4,22,16,standard,8,5.064,3,True,7,56
2626,2680,4,22,16,standard,4,8.008,2,True,7,28
3214,2681,4,22,17,economy,6,11.853,1,True,4,24
2759,2683,4,22,19,standard,6,3.123,2,True,7,42
2842,2683,4,22,19,standard,8,13.199,1,True,7,56
3118,2683,4,22,19,economy,4,24.239,3,False,4,0
3207,2685,4,22,21,economy,3,4.321,1,True,4,12
2929,2687,4,22,23,standard,4,14.106,3,True,7,28
3068,2687,4,22,23,economy,4,27.359,1,True,4,16
3055,2688,4,23,0,economy,2,5.173,1,True,4,8
3005,2689,4,23,1,economy,3,1.979,2,True,4,12
2946,2691,4,23,3,standard,4,5.221,2,False,7,0
3204,2691,4,23,3,economy,4,9.554,1,True,4,16
3146,2692,4,23,4,economy,2,8.322,1,True,4,8
2564,2692,4,23,4,standard,6,6.658,3,True,7,42
2585,2692,4,23,4,standard,8,5.05,2,True,7,56
2791,2693,4,23,5,standard,6,17.265,3,True,7,42
3232,2693,4,23,5,economy,3,5.638,3,True,4,12
2526,2693,4,23,5,VIP,12,1.503,2,True,12,144
2586,2693,4,23,5,standard,10,8.439,3,True,7,70
3225,2694,4,23,6,economy,4,4.856,3,True,4,16
2750,2694,4,23,6,standard,6,1.623,1,True,7,42
3170,2695,4,23,7,economy,2,18.31,1,True,4,8
2917,2696,4,23,8,standard,6,8.037,3,True,7,42
2647,2696,4,23,8,standard,6,2.2,1,True,7,42
2955,2696,4,23,8,standard,6,7.269,2,True,7,42
2718,2697,4,23,9,standard,6,6.008,2,True,7,42
3120,2697,4,23,9,economy,3,17.802,3,True,4,12
2466,2697,4,23,9,VIP,12,2.724,3,True,12,144
3001,2697,4,23,9,economy,2,10.754,3,False,4,0
2969,2697,4,23,9,standard,4,0.316,2,True,7,28
2689,2701,4,23,13,standard,10,2.964,1,True,7,70
2708,2703,4,23,15,standard,8,5.791,1,True,7,56
3025,2707,4,23,19,economy,3,1.249,3,True,4,12
2855,2708,4,23,20,standard,10,2.593,1,True,7,70
2693,2708,4,23,20,standard,6,15.418,2,True,7,42
2473,2709,4,23,21,VIP,10,1.749,1,True,12,120
3036,2710,4,23,22,economy,2,8.706,2,True,4,8
3019,2711,4,23,23,economy,4,5.189,2,True,4,16
3245,2711,4,23,23,economy,4,10.939,1,True,4,16
2623,2712,4,24,0,standard,6,3.85,2,True,7,42
2465,2712,4,24,0,VIP,15,0.959,2,True,12,180
3080,2712,4,24,0,economy,3,15.611,2,True,4,12
3044,2712,4,24,0,economy,6,13.507,1,False,4,0
2682,2713,4,24,1,standard,6,9.983,1,True,7,42
3248,2713,4,24,1,economy,3,5.354,2,True,4,12
3116,2714,4,24,2,economy,6,6.217,1,True,4,24
2461,2714,4,24,2,VIP,12,1.799,2,True,12,144
2678,2715,4,24,3,standard,8,1.559,1,True,7,56
2695,2715,4,24,3,standard,6,2.459,3,True,7,42
3212,2716,4,24,4,economy,3,3.296,2,True,4,12
3040,2718,4,24,6,economy,4,2.215,2,True,4,16
2713,2720,4,24,8,standard,10,5.85,1,True,7,70
2478,2720,4,24,8,VIP,12,2.022,1,True,12,144
2511,2721,4,24,9,VIP,8,0.461,1,True,12,96
2757,2721,4,24,9,standard,4,10.744,3,True,7,28
2997,2721,4,24,9,economy,2,1.707,3,True,4,8
2667,2726,4,24,14,standard,4,1.529,1,True,7,28
2707,2727,4,24,15,standard,4,0.243,2,True,7,28
2443,2727,4,24,15,VIP,8,5.457,3,True,12,96
3293,2727,4,24,15,economy,4,10.312,2,True,4,16
2600,2728,4,24,16,standard,10,6.329,3,True,7,70
2818,2728,4,24,16,standard,8,6.128,3,True,7,56
2516,2729,4,24,17,VIP,12,2.892,3,True,12,144
2995,2729,4,24,17,economy,2,12.649,3,True,4,8
2721,2731,4,24,19,standard,6,11.509,3,True,7,42
2613,2731,4,24,19,standard,8,8.101,2,True,7,56
2749,2732,4,24,20,standard,6,1.005,2,True,7,42
2559,2734,4,24,22,standard,4,23.246,3,True,7,28
2726,2734,4,24,22,standard,10,10.834,2,True,7,70
2445,2737,4,25,1,VIP,15,2.927,2,True,12,180
2838,2737,4,25,1,standard,4,2.598,1,True,7,28
3039,2738,4,25,2,economy,3,5.91,3,True,4,12
3075,2738,4,25,2,economy,2,3.338,3,True,4,8
3137,2739,4,25,3,economy,3,2.727,2,True,4,12
2930,2741,4,25,5,standard,4,22.75,2,True,7,28
3026,2741,4,25,5,economy,4,2.655,3,False,4,0
2581,2742,4,25,6,standard,8,3.765,3,True,7,56
2982,2744,4,25,8,standard,10,1.498,2,True,7,70
2744,2744,4,25,8,standard,4,6.396,1,True,7,28
2957,2745,4,25,9,standard,8,4.377,3,True,7,56
3234,2746,4,25,10,economy,4,26.419,1,True,4,16
2968,2747,4,25,11,standard,6,4.037,3,True,7,42
2795,2748,4,25,12,standard,6,4.844,3,False,7,0
3179,2748,4,25,12,economy,3,3.17,3,True,4,12
2940,2748,4,25,12,standard,6,3.843,1,False,7,0
2680,2748,4,25,12,standard,6,6.821,2,True,7,42
2985,2749,4,25,13,economy,3,15.659,1,True,4,12
2562,2749,4,25,13,standard,10,7.168,3,True,7,70
3077,2752,4,25,16,economy,6,16.008,3,True,4,24
2484,2753,4,25,17,VIP,10,3.498,2,True,12,120
2504,2753,4,25,17,VIP,15,7.512,1,True,12,180
2574,2759,4,25,23,standard,6,2.019,2,True,7,42
2653,2760,4,26,0,standard,6,0.456,2,True,7,42
2573,2761,4,26,1,standard,4,1.962,2,True,7,28
2617,2761,4,26,1,standard,4,3.493,1,True,7,28
2967,2762,4,26,2,standard,4,2.483,3,True,7,28
2542,2770,4,26,10,VIP,15,8.837,3,True,12,180
3250,2772,4,26,12,economy,6,11.925,3,True,4,24
3196,2772,4,26,12,economy,3,12.96,3,True,4,12
2625,2772,4,26,12,standard,10,7.331,1,True,7,70
2853,2775,4,26,15,standard,6,4.055,1,True,7,42
2529,2776,4,26,16,VIP,10,3.091,1,True,12,120
2553,2777,4,26,17,VIP,8,5.242,1,True,12,96
2758,2778,4,26,18,standard,8,4.572,2,True,7,56
3156,2779,4,26,19,economy,3,9.734,1,True,4,12
3084,2780,4,26,20,economy,3,5.117,1,False,4,0
3122,2780,4,26,20,economy,2,17.611,3,True,4,8
3004,2780,4,26,20,economy,4,6.03,3,True,4,16
2470,2780,4,26,20,VIP,10,6.232,3,True,12,120
3145,2782,4,26,22,economy,4,5.289,1,True,4,16
3034,2783,4,26,23,economy,2,15.75,1,True,4,8
2762,2784,4,27,0,standard,4,2.521,3,True,7,28
3281,2786,4,27,2,economy,3,2.892,1,True,4,12
2509,2788,4,27,4,VIP,12,2.89,1,False,12,0
2959,2789,4,27,5,standard,10,10.047,2,False,7,0
2817,2790,4,27,6,standard,10,12.802,1,True,7,70
2481,2790,4,27,6,VIP,12,2.459,3,True,12,144
2607,2791,4,27,7,standard,6,2.109,2,False,7,0
2970,2793,4,27,9,standard,6,1.927,3,True,7,42
3008,2793,4,27,9,economy,3,12.315,3,False,4,0
2770,2793,4,27,9,standard,4,5.794,3,True,7,28
2494,2794,4,27,10,VIP,10,4.174,3,True,12,120
2566,2794,4,27,10,standard,10,4.639,2,True,7,70
2927,2794,4,27,10,standard,6,4.998,2,True,7,42
3246,2795,4,27,11,economy,3,7.862,2,True,4,12
2691,2795,4,27,11,standard,8,7.07,2,True,7,56
2754,2797,4,27,13,standard,4,2.529,2,True,7,28
2469,2798,4,27,14,VIP,10,2.612,1,True,12,120
2936,2799,4,27,15,standard,6,5.393,3,True,7,42
2622,2801,4,27,17,standard,4,3.396,3,False,7,0
2789,2802,4,27,18,standard,4,5.963,3,True,7,28
2996,2803,4,27,19,economy,2,3.368,2,False,4,0
2696,2803,4,27,19,standard,10,4.061,2,True,7,70
2628,2804,4,27,20,standard,8,6.725,2,True,7,56
3189,2805,4,27,21,economy,3,5.483,1,True,4,12
2920,2805,4,27,21,standard,4,10.093,3,True,7,28
2431,2805,4,27,21,VIP,8,8.76,3,True,12,96
2782,2805,4,27,21,standard,6,6.858,2,True,7,42
2631,2807,4,27,23,standard,6,14.293,2,True,7,42
2670,2807,4,27,23,standard,6,1.654,2,True,7,42
3056,2808,4,28,0,economy,3,20.762,1,True,4,12
2483,2809,4,28,1,VIP,10,1.051,3,True,12,120
2794,2809,4,28,1,standard,10,12.085,2,True,7,70
2430,2810,4,28,2,VIP,10,6.892,2,True,12,120
2433,2811,4,28,3,VIP,12,6.039,3,True,12,144
2627,2811,4,28,3,standard,8,17.876,2,True,7,56
2824,2811,4,28,3,standard,6,4.457,3,True,7,42
3229,2811,4,28,3,economy,2,6.404,2,False,4,0
2894,2812,4,28,4,standard,6,7.476,3,True,7,42
2490,2812,4,28,4,VIP,10,4.132,2,True,12,120
2921,2812,4,28,4,standard,8,25.582,1,True,7,56
2887,2812,4,28,4,standard,8,2.812,3,True,7,56
2444,2813,4,28,5,VIP,12,1.054,2,True,12,144
2620,2814,4,28,6,standard,8,1.97,1,True,7,56
3167,2815,4,28,7,economy,3,9.421,2,True,4,12
3224,2815,4,28,7,economy,3,11.23,2,True,4,12
2774,2816,4,28,8,standard,6,6.001,1,True,7,42
2878,2817,4,28,9,standard,4,9.21,3,True,7,28
3247,2817,4,28,9,economy,3,7.475,1,True,4,12
3010,2817,4,28,9,economy,2,14.78,3,True,4,8
3011,2818,4,28,10,economy,3,3.673,2,False,4,0
3209,2820,4,28,12,economy,2,6.927,2,True,4,8
2568,2820,4,28,12,standard,6,8.806,2,True,7,42
2790,2821,4,28,13,standard,6,3.285,2,True,7,42
3057,2821,4,28,13,economy,3,1.844,1,False,4,0
3102,2822,4,28,14,economy,3,13.768,1,True,4,12
2611,2822,4,28,14,standard,10,8.112,2,True,7,70
3133,2823,4,28,15,economy,2,9.358,2,False,4,0
2571,2824,4,28,16,standard,10,6.174,1,True,7,70
2746,2824,4,28,16,standard,4,13.779,1,False,7,0
3216,2824,4,28,16,economy,6,12.174,2,False,4,0
2897,2825,4,28,17,standard,10,17.049,3,False,7,0
2690,2826,4,28,18,standard,10,2.992,2,True,7,70
2847,2826,4,28,18,standard,4,0.908,3,True,7,28
2963,2827,4,28,19,standard,6,8.395,3,True,7,42
2636,2828,4,28,20,standard,6,6.2,1,False,7,0
3115,2829,4,28,21,economy,6,4.023,2,True,4,24
3107,2829,4,28,21,economy,3,5.99,3,True,4,12
2649,2829,4,28,21,standard,4,8.182,1,True,7,28
3124,2830,4,28,22,economy,4,14.527,3,True,4,16
2510,2830,4,28,22,VIP,10,2.146,2,False,12,0
2550,2831,4,28,23,VIP,12,3.058,3,True,12,144
2889,2831,4,28,23,standard,4,7.737,1,True,7,28
2554,2832,4,29,0,VIP,15,3.896,2,True,12,180
3065,2833,4,29,1,economy,4,2.536,2,True,4,16
2873,2834,4,29,2,standard,4,2.238,3,True,7,28
2916,2834,4,29,2,standard,10,1.596,2,True,7,70
3158,2834,4,29,2,economy,3,5.256,1,True,4,12
2598,2837,4,29,5,standard,4,4.253,1,True,7,28
3123,2837,4,29,5,economy,2,2.26,2,True,4,8
3166,2838,4,29,6,economy,4,6.397,2,True,4,16
2660,2838,4,29,6,standard,6,8.178,2,True,7,42
3300,2839,4,29,7,economy,4,1.653,1,True,4,16
3277,2839,4,29,7,economy,4,10.983,2,True,4,16
3256,2839,4,29,7,economy,4,10.323,1,True,4,16
3263,2839,4,29,7,economy,3,10.699,2,True,4,12
2910,2841,4,29,9,standard,8,5.006,1,True,7,56
3106,2842,4,29,10,economy,6,21.704,3,True,4,24
3153,2843,4,29,11,economy,2,14.289,1,True,4,8
2720,2845,4,29,13,standard,10,2.587,1,True,7,70
2453,2846,4,29,14,VIP,12,1.845,2,True,12,144
3029,2848,4,29,16,economy,2,13.785,3,True,4,8
3132,2848,4,29,16,economy,2,3.133,1,True,4,8
3028,2848,4,29,16,economy,3,13.529,3,True,4,12
2850,2849,4,29,17,standard,10,1.813,2,True,7,70
2804,2850,4,29,18,standard,4,5.955,1,True,7,28
2823,2850,4,29,18,standard,10,9.151,1,True,7,70
2633,2851,4,29,19,standard,4,24.309,2,True,7,28
2448,2852,4,29,20,VIP,12,1.127,1,True,12,144
2825,2852,4,29,20,standard,8,14.724,1,True,7,56
2505,2853,4,29,21,VIP,12,6.046,1,True,12,144
2576,2857,4,30,1,standard,4,4.975,3,True,7,28
2899,2858,4,30,2,standard,4,10.756,2,True,7,28
2812,2858,4,30,2,standard,10,3.919,2,True,7,70
3267,2858,4,30,2,economy,2,2.75,2,False,4,0
2635,2859,4,30,3,standard,8,12.569,2,True,7,56
2979,2860,4,30,4,standard,8,11.357,3,True,7,56
2869,2860,4,30,4,standard,8,7.242,3,True,7,56
2545,2861,4,30,5,VIP,10,2.647,2,True,12,120
2990,2862,4,30,6,economy,3,9.121,1,True,4,12
2765,2862,4,30,6,standard,6,4.75,1,True,7,42
3226,2864,4,30,8,economy,2,2.161,3,False,4,0
2451,2866,4,30,10,VIP,12,2.54,3,True,12,144
3218,2866,4,30,10,economy,3,2.741,1,True,4,12
2497,2866,4,30,10,VIP,10,1.214,2,True,12,120
3027,2867,4,30,11,economy,3,2.56,3,True,4,12
2999,2867,4,30,11,economy,3,9.15,3,True,4,12
2755,2868,4,30,12,standard,10,2.946,3,True,7,70
3203,2868,4,30,12,economy,3,6.516,3,True,4,12
2882,2869,4,30,13,standard,6,8.7,3,True,7,42
3038,2870,4,30,14,economy,2,7.099,3,False,4,0
2830,2871,4,30,15,standard,6,5.459,2,True,7,42
3103,2871,4,30,15,economy,2,9.999,1,False,4,0
2876,2873,4,30,17,standard,8,16.407,1,False,7,0
2687,2874,4,30,18,standard,6,3.995,2,True,7,42
3064,2874,4,30,18,economy,2,10.416,1,True,4,8
2561,2875,4,30,19,standard,8,4.771,3,False,7,0
2784,2876,4,30,20,standard,8,3.473,1,True,7,56
2848,2877,4,30,21,standard,4,17.06,2,True,7,28
2937,2878,4,30,22,standard,4,1.913,3,True,7,28
2771,2878,4,30,22,standard,8,1.952,1,True,7,56
3070,2879,4,30,23,economy,3,0.693,1,True,4,12
2438,2879,4,30,23,VIP,10,1.182,3,True,12,120
3605,2880,5,1,0,standard,4,8.741,3,True,7,28
3473,2880,5,1,0,standard,4,5.951,3,True,7,28
4219,2880,5,1,0,economy,3,16.465,1,True,4,12
3639,2881,5,1,1,standard,6,2.274,3,True,7,42
3986,2881,5,1,1,economy,2,1.686,3,True,4,8
3881,2882,5,1,2,standard,10,7.831,3,True,7,70
4030,2883,5,1,3,economy,2,18.36,2,True,4,8
3468,2885,5,1,5,standard,10,12.438,1,True,7,70
3327,2885,5,1,5,VIP,12,8.969,1,True,12,144
3543,2886,5,1,6,standard,8,7.199,1,True,7,56
3880,2887,5,1,7,standard,8,1.916,2,True,7,56
3306,2887,5,1,7,VIP,10,2.462,3,True,12,120
3427,2889,5,1,9,standard,8,3.211,2,True,7,56
3519,2891,5,1,11,standard,6,12.929,1,True,7,42
3913,2893,5,1,13,standard,8,4.398,3,True,7,56
3449,2894,5,1,14,standard,6,9.541,2,True,7,42
3918,2895,5,1,15,standard,6,3.556,3,True,7,42
3933,2895,5,1,15,standard,6,5.546,2,True,7,42
